time	I(CL)+I(RL)
1.904177989730093e-03	-5.886144e-02
1.904277989730093e-03	-5.886141e-02
1.904377989730093e-03	-5.886138e-02
1.904477989730093e-03	-5.886135e-02
1.904577989730093e-03	-5.886132e-02
1.904677989730093e-03	-5.886129e-02
1.904777989730093e-03	-5.886126e-02
1.904877989730093e-03	-5.886124e-02
1.904977989730093e-03	-5.886121e-02
1.905077989730093e-03	-5.886118e-02
1.905177989730093e-03	-5.886115e-02
1.905277989730093e-03	-5.886112e-02
1.905377989730093e-03	-5.886109e-02
1.905477989730093e-03	-5.886106e-02
1.905577989730094e-03	-5.886103e-02
1.905677989730094e-03	-5.886100e-02
1.905777989730094e-03	-5.886098e-02
1.905877989730094e-03	-5.886095e-02
1.905977989730094e-03	-5.886092e-02
1.906077989730094e-03	-5.886089e-02
1.906177989730094e-03	-5.886086e-02
1.906277989730094e-03	-5.886083e-02
1.906377989730094e-03	-5.886080e-02
1.906477989730094e-03	-5.886077e-02
1.906577989730094e-03	-5.886075e-02
1.906677989730094e-03	-5.886072e-02
1.906777989730094e-03	-5.886069e-02
1.906877989730094e-03	-5.886066e-02
1.906977989730094e-03	-5.886063e-02
1.907077989730094e-03	-5.886060e-02
1.907177989730094e-03	-5.886057e-02
1.907277989730095e-03	-5.886055e-02
1.907377989730095e-03	-5.886052e-02
1.907477989730095e-03	-5.886049e-02
1.907577989730095e-03	-5.886046e-02
1.907677989730095e-03	-5.886043e-02
1.907777989730095e-03	-5.886040e-02
1.907877989730095e-03	-5.886037e-02
1.907977989730095e-03	-5.886034e-02
1.908077989730095e-03	-5.886032e-02
1.908177989730095e-03	-5.886029e-02
1.908277989730095e-03	-5.886026e-02
1.908377989730095e-03	-5.886023e-02
1.908477989730095e-03	-5.886020e-02
1.908577989730095e-03	-5.886017e-02
1.908677989730095e-03	-5.886014e-02
1.908777989730095e-03	-5.886012e-02
1.908877989730095e-03	-5.886009e-02
1.908977989730095e-03	-5.886006e-02
1.909077989730096e-03	-5.886003e-02
1.909177989730096e-03	-5.886000e-02
1.909277989730096e-03	-5.885998e-02
1.909377989730096e-03	-5.885995e-02
1.909477989730096e-03	-5.885992e-02
1.909577989730096e-03	-5.885989e-02
1.909677989730096e-03	-5.885986e-02
1.909777989730096e-03	-5.885983e-02
1.909877989730096e-03	-5.885980e-02
1.909977989730096e-03	-5.885978e-02
1.910077989730096e-03	-5.885975e-02
1.910177989730096e-03	-5.885972e-02
1.910277989730096e-03	-5.885969e-02
1.910377989730096e-03	-5.885966e-02
1.910477989730096e-03	-5.885963e-02
1.910577989730096e-03	-5.885961e-02
1.910677989730096e-03	-5.885958e-02
1.910777989730096e-03	-5.885955e-02
1.910877989730097e-03	-5.885952e-02
1.910977989730097e-03	-5.885949e-02
1.911077989730097e-03	-5.885946e-02
1.911177989730097e-03	-5.885943e-02
1.911277989730097e-03	-5.885941e-02
1.911377989730097e-03	-5.885938e-02
1.911477989730097e-03	-5.885935e-02
1.911577989730097e-03	-5.885932e-02
1.911677989730097e-03	-5.885929e-02
1.911777989730097e-03	-5.885926e-02
1.911877989730097e-03	-5.885924e-02
1.911977989730097e-03	-5.885921e-02
1.912077989730097e-03	-5.885918e-02
1.912177989730097e-03	-5.885915e-02
1.912277989730097e-03	-5.885912e-02
1.912377989730097e-03	-5.885909e-02
1.912477989730097e-03	-5.885907e-02
1.912577989730098e-03	-5.885904e-02
1.912677989730098e-03	-5.885901e-02
1.912777989730098e-03	-5.885898e-02
1.912877989730098e-03	-5.885895e-02
1.912977989730098e-03	-5.885892e-02
1.913077989730098e-03	-5.885890e-02
1.913177989730098e-03	-5.885887e-02
1.913277989730098e-03	-5.885884e-02
1.913377989730098e-03	-5.885881e-02
1.913477989730098e-03	-5.885878e-02
1.913577989730098e-03	-5.885875e-02
1.913677989730098e-03	-5.885873e-02
1.913777989730098e-03	-5.885870e-02
1.913877989730098e-03	-5.885867e-02
1.913977989730098e-03	-5.885864e-02
1.914077989730098e-03	-5.885861e-02
1.914177989730098e-03	-5.885858e-02
1.914277989730098e-03	-5.885856e-02
1.914377989730099e-03	-5.885853e-02
1.914477989730099e-03	-5.885850e-02
1.914577989730099e-03	-5.885847e-02
1.914677989730099e-03	-5.885844e-02
1.914777989730099e-03	-5.885842e-02
