Freq.	-V(Vr)/V(Vf)
Step Information: Cl=400p  (Step: 1/15)
1.00237446725455e+06	(1.76738821439459e+01dB,-1.00540814248819e+02°)
1.26191468896039e+06	(1.56442981254509e+01dB,-1.03231237088066e+02°)
1.58865646944857e+06	(1.35998033591623e+01dB,-1.06588155915453e+02°)
2.00000000000001e+06	(1.15338879798052e+01dB,-1.10763868080401e+02°)
2.51785082358834e+06	(9.43811165541544e+00dB,-1.15938027723880e+02°)
3.16978638492224e+06	(7.30293259110288e+00dB,-1.22319988254178e+02°)
3.99052462993777e+06	(5.12110425979695e+00dB,-1.30160529349290e+02°)
5.02377286301918e+06	(2.89548168086958e+00dB,-1.39805696939074e+02°)
6.32455532033678e+06	(6.49702362338969e-01dB,-1.51882527054450e+02°)
7.96214341106997e+06	(-1.58111047251812e+00dB,-1.67833186224061e+02°)
1.00237446725455e+07	(-3.91645834817945e+00dB,1.68911066134820e+02°)
1.26191468896039e+07	(-7.41618079425711e+00dB,1.33770158080169e+02°)
1.58865646944857e+07	(-1.40138855476066e+01dB,9.57830965383543e+01°)
2.00000000000000e+07	(-2.25008498284373e+01dB,7.22282439283967e+01°)
Step Information: Cl=20n  (Step: 7/15)
2.00000000000000e+01	(1.11728009300016e+02dB,-8.96195927983899e+01°)
2.51785082358833e+01	(1.09728080041767e+02dB,-8.96979453067936e+01°)
3.16978638492223e+01	(1.07728124677367e+02dB,-8.97602135327797e+01°)
3.99052462993776e+01	(1.05728152840754e+02dB,-8.98097128858180e+01°)
5.02377286301916e+01	(1.03728170610720e+02dB,-8.98490790704332e+01°)
6.32455532033676e+01	(1.01728181822810e+02dB,-8.98804083176785e+01°)
7.96214341106995e+01	(9.97281888971207e+01dB,-8.99053689526613e+01°)
1.00237446725454e+02	(9.77281933606216e+01dB,-8.99252901783343e+01°)
1.26191468896039e+02	(9.57281961767576e+01dB,-8.99412328535893e+01°)
1.58865646944856e+02	(9.37281979533906e+01dB,-8.99540459741586e+01°)
2.00000000000000e+02	(9.17281990740053e+01dB,-8.99644118811343e+01°)
2.51785082358834e+02	(8.97281997804879e+01dB,-8.99728825905665e+01°)
3.16978638492223e+02	(8.77282002253326e+01dB,-8.99799092018614e+01°)
3.99052462993776e+02	(8.57282005045600e+01dB,-8.99858659059417e+01°)
5.02377286301916e+02	(8.37282006784394e+01dB,-8.99910699177035e+01°)
6.32455532033676e+02	(8.17282007845032e+01dB,-8.99957983702204e+01°)
7.96214341106995e+02	(7.97282008456469e+01dB,-9.00003030702910e+01°)
1.00237446725455e+03	(7.77282008750699e+01dB,-9.00048239105986e+01°)
1.26191468896039e+03	(7.57282008791154e+01dB,-9.00096016412707e+01°)
1.58865646944856e+03	(7.37282008586655e+01dB,-9.00148906946172e+01°)
2.00000000000000e+03	(7.17282008093030e+01dB,-9.00209727317301e+01°)
2.51785082358834e+03	(6.97282007203718e+01dB,-9.00281716431527e+01°)
3.16978638492223e+03	(6.77282005726777e+01dB,-9.00368707969108e+01°)
3.99052462993776e+03	(6.57282003343380e+01dB,-9.00475334544738e+01°)
5.02377286301917e+03	(6.37281999539137e+01dB,-9.00607274407777e+01°)
6.32455532033677e+03	(6.17281993492842e+01dB,-9.00771553825099e+01°)
7.96214341106996e+03	(5.97281983899461e+01dB,-9.00976921252700e+01°)
1.00237446725455e+04	(5.77281968688281e+01dB,-9.01234313210764e+01°)
1.26191468896039e+04	(5.57281944576138e+01dB,-9.01557436672212e+01°)
1.58865646944857e+04	(5.37281906358734e+01dB,-9.01963498963108e+01°)
2.00000000000000e+04	(5.17281845787726e+01dB,-9.02474124031094e+01°)
2.51785082358834e+04	(4.97281749791043e+01dB,-9.03116503823928e+01°)
3.16978638492223e+04	(4.77281597653336e+01dB,-9.03924846013250e+01°)
3.99052462993777e+04	(4.57281356549631e+01dB,-9.04942194986876e+01°)
5.02377286301917e+04	(4.37280974472779e+01dB,-9.06222722741084e+01°)
6.32455532033677e+04	(4.17280369039674e+01dB,-9.07834610993563e+01°)
7.96214341106996e+04	(3.97279409789047e+01dB,-9.09863676650611e+01°)
1.00237446725455e+05	(3.77277890222216e+01dB,-9.12417931034064e+01°)
1.26191468896039e+05	(3.57275483732689e+01dB,-9.15633310424797e+01°)
1.58865646944857e+05	(3.37271674361183e+01dB,-9.19680872885682e+01°)
2.00000000000000e+05	(3.17265648539091e+01dB,-9.24775825011255e+01°)
2.51785082358834e+05	(2.97256127160769e+01dB,-9.31188822515588e+01°)
3.16978638492223e+05	(2.77241108263080e+01dB,-9.39260080107379e+01°)
3.99052462993777e+05	(2.57217480041047e+01dB,-9.49416930540014e+01°)
5.02377286301917e+05	(2.37180455073472e+01dB,-9.62195604612371e+01°)
6.32455532033677e+05	(2.17122776219509e+01dB,-9.78268223578926e+01°)
7.96214341106997e+05	(1.97033660808249e+01dB,-9.98476482875898e+01°)
1.00237446725455e+06	(1.76897476446371e+01dB,-1.02387466635603e+02°)
1.26191468896039e+06	(1.56692126657352e+01dB,-1.05578711135605e+02°)
1.58865646944857e+06	(1.36386973034304e+01dB,-1.09588977371242e+02°)
2.00000000000001e+06	(1.15939857934262e+01dB,-1.14633380857434e+02°)
2.51785082358834e+06	(9.52925343989776e+00dB,-1.20995022467892e+02°)
3.16978638492224e+06	(7.43613697625576e+00dB,-1.29064033928015e+02°)
3.99052462993777e+06	(5.30011584729085e+00dB,-1.39422847504469e+02°)
5.02377286301918e+06	(3.08267744416025e+00dB,-1.53033069688873e+02°)
6.32455532033678e+06	(6.43675467024089e-01dB,-1.71526005206766e+02°)
7.96214341106997e+06	(-2.49736077147862e+00dB,1.63186740733298e+02°)
1.00237446725455e+07	(-7.30731424783033e+00dB,1.32953655632567e+02°)
1.26191468896039e+07	(-1.40890367249095e+01dB,1.06682947191444e+02°)
1.58865646944857e+07	(-2.17967907150461e+01dB,9.03080157444040e+01°)
2.00000000000000e+07	(-2.92834271580592e+01dB,8.38206306646421e+01°)
Step Information: Cl=50n  (Step: 8/15)
2.00000000000000e+01	(1.11728009299983e+02dB,-8.96197015008617e+01°)
2.51785082358833e+01	(1.09728080041707e+02dB,-8.96980821397219e+01°)
3.16978638492223e+01	(1.07728124677307e+02dB,-8.97603858220371e+01°)
3.99052462993776e+01	(1.05728152840657e+02dB,-8.98099297810916e+01°)
5.02377286301916e+01	(1.03728170610572e+02dB,-8.98493521227277e+01°)
6.32455532033676e+01	(1.01728181822583e+02dB,-8.98807520772024e+01°)
7.96214341106995e+01	(9.97281888967612e+01dB,-8.99058017189857e+01°)
1.00237446725454e+02	(9.77281933600563e+01dB,-8.99258350000212e+01°)
1.26191468896039e+02	(9.57281961758625e+01dB,-8.99419187381860e+01°)
1.58865646944856e+02	(9.37281979519746e+01dB,-8.99549094533981e+01°)
2.00000000000000e+02	(9.17281990717658e+01dB,-8.99654989360455e+01°)
2.51785082358834e+02	(8.97281997769456e+01dB,-8.99742511121298e+01°)
3.16978638492223e+02	(8.77282002197221e+01dB,-8.99816320690175e+01°)
3.99052462993776e+02	(8.57282004956690e+01dB,-8.99880348665842e+01°)
5.02377286301916e+02	(8.37282006643537e+01dB,-8.99938004776304e+01°)
6.32455532033676e+02	(8.17282007621822e+01dB,-8.99992359412753e+01°)
7.96214341106995e+02	(7.97282008102755e+01dB,-9.00046307162745e+01°)
1.00237446725455e+03	(7.77282008190115e+01dB,-9.00102720943382e+01°)
1.26191468896039e+03	(7.57282007902753e+01dB,-9.00164604982959e+01°)
1.58865646944856e+03	(7.37282007178663e+01dB,-9.00235254841606e+01°)
2.00000000000000e+03	(7.17282005861529e+01dB,-9.00318432877762e+01°)
2.51785082358834e+03	(6.97282003667060e+01dB,-9.00418568626698e+01°)
3.16978638492223e+03	(6.77282000121590e+01dB,-9.00540994684249e+01°)
3.99052462993776e+03	(6.57281994459805e+01dB,-9.00692230685538e+01°)
5.02377286301917e+03	(6.37281985459649e+01dB,-9.00880330503611e+01°)
6.32455532033677e+03	(6.17281971178347e+01dB,-9.01115311147816e+01°)
7.96214341106996e+03	(5.97281948533342e+01dB,-9.01409686211151e+01°)
1.00237446725455e+04	(5.77281912636680e+01dB,-9.01779132272753e+01°)
1.26191468896039e+04	(5.57281855740087e+01dB,-9.02243323749018e+01°)
1.58865646944857e+04	(5.37281765562378e+01dB,-9.02826980661877e+01°)
2.00000000000000e+04	(5.17281622638762e+01dB,-9.03561185135691e+01°)
2.51785082358834e+04	(4.97281396119169e+01dB,-9.04485036765359e+01°)
3.16978638492223e+04	(4.77281037109618e+01dB,-9.05647735076044e+01°)
3.99052462993777e+04	(4.57280468118574e+01dB,-9.07111200102164e+01°)
5.02377286301917e+04	(4.37279566331195e+01dB,-9.08953370905068e+01°)
6.32455532033677e+04	(4.17278137101620e+01dB,-9.11272358210040e+01°)
7.96214341106996e+04	(3.97275871943270e+01dB,-9.14191673359408e+01°)
1.00237446725455e+05	(3.77272281953143e+01dB,-9.17866814159226e+01°)
1.26191468896039e+05	(3.57266592308026e+01dB,-9.22493562622849e+01°)
1.58865646944857e+05	(3.37257575075629e+01dB,-9.28318445220411e+01°)
2.00000000000000e+05	(3.17243284274650e+01dB,-9.35651930638722e+01°)
2.51785082358834e+05	(2.97220635973583e+01dB,-9.44885105392099e+01°)
3.16978638492223e+05	(2.77184742466775e+01dB,-9.56510795163943e+01°)
3.99052462993777e+05	(2.57127854900469e+01dB,-9.71150430274922e+01°)
5.02377286301917e+05	(2.37037677483191e+01dB,-9.89588470663884e+01°)
6.32455532033677e+05	(2.16894654382651e+01dB,-1.01281708206854e+02°)
7.96214341106997e+05	(1.96667513538486e+01dB,-1.04209531964242e+02°)
1.00237446725455e+06	(1.76305662333013e+01dB,-1.07902979198937e+02°)
1.26191468896039e+06	(1.55725430572217e+01dB,-1.12568764078749e+02°)
1.58865646944857e+06	(1.34783475976658e+01dB,-1.18475456818616e+02°)
2.00000000000001e+06	(1.13222816354675e+01dB,-1.25973640016526e+02°)
2.51785082358834e+06	(9.05624925695710e+00dB,-1.35512492753879e+02°)
3.16978638492224e+06	(6.58851026549788e+00dB,-1.47616918932645e+02°)
3.99052462993777e+06	(3.75093508440897e+00dB,-1.62714328298387e+02°)
5.02377286301918e+06	(2.81806615602617e-01dB,1.79386105772286e+02°)
6.32455532033678e+06	(-4.08708377122042e+00dB,1.60250501728547e+02°)
7.96214341106997e+06	(-9.41143448604047e+00dB,1.42682928432309e+02°)
1.00237446725455e+07	(-1.54339361691812e+01dB,1.29105466799850e+02°)
1.26191468896039e+07	(-2.17258186970591e+01dB,1.20374906735803e+02°)
1.58865646944857e+07	(-2.77973046204720e+01dB,1.15855128849842e+02°)
2.00000000000000e+07	(-3.30831680205920e+01dB,1.13596756492760e+02°)
Step Information: Cl=100n  (Step: 9/15)
2.00000000000000e+01	(1.11728009299810e+02dB,-8.96198826892271e+01°)
2.51785082358833e+01	(1.09728080041433e+02dB,-8.96983102453753e+01°)
3.16978638492223e+01	(1.07728124676855e+02dB,-8.97606729657633e+01°)
3.99052462993776e+01	(1.05728152839949e+02dB,-8.98102912764236e+01°)
5.02377286301916e+01	(1.03728170609452e+02dB,-8.98498072168903e+01°)
6.32455532033676e+01	(1.01728181820813e+02dB,-8.98813250026775e+01°)
7.96214341106995e+01	(9.97281888939670e+01dB,-8.99065229945992e+01°)
1.00237446725454e+02	(9.77281933556313e+01dB,-8.99267430282098e+01°)
1.26191468896039e+02	(9.57281961688571e+01dB,-8.99430618822370e+01°)
1.58865646944856e+02	(9.37281979408790e+01dB,-8.99563485850821e+01°)
2.00000000000000e+02	(9.17281990541866e+01dB,-8.99673106945739e+01°)
2.51785082358834e+02	(8.97281997490867e+01dB,-8.99765319820611e+01°)
3.16978638492223e+02	(8.77282001755769e+01dB,-8.99845035137946e+01°)
3.99052462993776e+02	(8.57282004257117e+01dB,-8.99916498015555e+01°)
5.02377286301916e+02	(8.37282005534833e+01dB,-8.99983514108739e+01°)
6.32455532033676e+02	(8.17282005864729e+01dB,-9.00049652270564e+01°)
7.96214341106995e+02	(7.97282005317987e+01dB,-9.00118434599150e+01°)
1.00237446725455e+03	(7.77282003776629e+01dB,-9.00193523995175e+01°)
1.26191468896039e+03	(7.57282000907909e+01dB,-9.00278919248789e+01°)
1.58865646944856e+03	(7.37281996092667e+01dB,-9.00379167967045e+01°)
2.00000000000000e+03	(7.17281988291459e+01dB,-9.00499608750229e+01°)
2.51785082358834e+03	(6.97281975820446e+01dB,-9.00646655497473e+01°)
3.16978638492223e+03	(6.77281955987756e+01dB,-9.00828138964097e+01°)
3.99052462993776e+03	(6.57281924512459e+01dB,-9.01053723762213e+01°)
5.02377286301917e+03	(6.37281874600675e+01dB,-9.01335423016279e+01°)
6.32455532033677e+03	(6.17281795478946e+01dB,-9.01688238063150e+01°)
7.96214341106996e+03	(5.97281670068913e+01dB,-9.02130957239532e+01°)
1.00237446725455e+04	(5.77281471301130e+01dB,-9.02687156255906e+01°)
1.26191468896039e+04	(5.57281156272339e+01dB,-9.03386453341380e+01°)
1.58865646944857e+04	(5.37280656985502e+01dB,-9.04266085828505e+01°)
2.00000000000000e+04	(5.17279865674771e+01dB,-9.05372891794168e+01°)
2.51785082358834e+04	(4.97278611548897e+01dB,-9.06765801596966e+01°)
3.16978638492223e+04	(4.77276623938346e+01dB,-9.08518970627402e+01°)
3.99052462993777e+04	(4.57273473902271e+01dB,-9.10725717365932e+01°)
5.02377286301917e+04	(4.37268481719537e+01dB,-9.13503471018794e+01°)
6.32455532033677e+04	(4.17260570366835e+01dB,-9.16999981344037e+01°)
7.96214341106996e+04	(3.97248033535406e+01dB,-9.21401099716929e+01°)
1.00237446725455e+05	(3.77228168559837e+01dB,-9.26940502691025e+01°)
1.26191468896039e+05	(3.57196696147365e+01dB,-9.33911790120733e+01°)
1.58865646944857e+05	(3.37146844460372e+01dB,-9.42683431862292e+01°)
2.00000000000000e+05	(3.17067906853386e+01dB,-9.53717021971707e+01°)
2.51785082358834e+05	(2.96942979368957e+01dB,-9.67589148271835e+01°)
3.16978638492223e+05	(2.76745432741185e+01dB,-9.85016742261351e+01°)
3.99052462993777e+05	(2.56433463126565e+01dB,-1.00688474487381e+02°)
5.02377286301917e+05	(2.35941801404516e+01dB,-1.03427278183850e+02°)
6.32455532033677e+05	(2.15169399385855e+01dB,-1.06847343165738e+02°)
7.96214341106997e+05	(1.93961836431836e+01dB,-1.11098740965728e+02°)
1.00237446725455e+06	(1.72087745794584e+01dB,-1.16346954100422e+02°)
1.26191468896039e+06	(1.49210616195322e+01dB,-1.22758453911510e+02°)
1.58865646944857e+06	(1.24862177492573e+01dB,-1.30472013604910e+02°)
2.00000000000001e+06	(9.84321330681416e+00dB,-1.39551697242342e+02°)
2.51785082358834e+06	(6.91988394863027e+00dB,-1.49924595296527e+02°)
3.16978638492224e+06	(3.64263138388391e+00dB,-1.61321841644117e+02°)
3.99052462993777e+06	(-4.70901351133463e-02dB,-1.73258338153086e+02°)
5.02377286301918e+06	(-4.17407492353460e+00dB,1.74914459951296e+02°)
6.32455532033678e+06	(-8.71633891923109e+00dB,1.63879686866820e+02°)
7.96214341106997e+06	(-1.36030708343297e+01dB,1.54189044047668e+02°)
1.00237446725455e+07	(-1.87203624686689e+01dB,1.46111679868822e+02°)
1.26191468896039e+07	(-2.39117763373569e+01dB,1.39515510467523e+02°)
1.58865646944857e+07	(-2.89553689835608e+01dB,1.33755846140957e+02°)
2.00000000000000e+07	(-3.35044470310369e+01dB,1.27641550187579e+02°)
Step Information: Cl=200n  (Step: 10/15)
2.00000000000000e+01	(1.11728009298905e+02dB,-8.96202450276212e+01°)
2.51785082358833e+01	(1.09728080040027e+02dB,-8.96987664148116e+01°)
3.16978638492223e+01	(1.07728124674644e+02dB,-8.97612472532336e+01°)
3.99052462993776e+01	(1.05728152836461e+02dB,-8.98110142647072e+01°)
5.02377286301916e+01	(1.03728170603937e+02dB,-8.98507174052430e+01°)
6.32455532033676e+01	(1.01728181812083e+02dB,-8.98824708612412e+01°)
7.96214341106995e+01	(9.97281888801402e+01dB,-8.99079655410512e+01°)
1.00237446725454e+02	(9.77281933337344e+01dB,-8.99285590894188e+01°)
1.26191468896039e+02	(9.57281961341674e+01dB,-8.99453481688766e+01°)
1.58865646944856e+02	(9.37281978859129e+01dB,-8.99592268479077e+01°)
2.00000000000000e+02	(9.17281989670845e+01dB,-8.99709342121655e+01°)
2.51785082358834e+02	(8.97281996110525e+01dB,-8.99810937208086e+01°)
3.16978638492223e+02	(8.77281999568183e+01dB,-8.99902464029953e+01°)
3.99052462993776e+02	(8.57282000790141e+01dB,-8.99988796707837e+01°)
5.02377286301916e+02	(8.37282000040192e+01dB,-9.00074532767278e+01°)
6.32455532033676e+02	(8.17281997156439e+01dB,-9.00164237959328e+01°)
7.96214341106995e+02	(7.97281991516404e+01dB,-9.00262689417046e+01°)
1.00237446725455e+03	(7.77281981902727e+01dB,-9.00375130020999e+01°)
1.26191468896039e+03	(7.57281966240252e+01dB,-9.00507547620066e+01°)
1.58865646944856e+03	(7.37281941148237e+01dB,-9.00666993891345e+01°)
2.00000000000000e+03	(7.17281901210612e+01dB,-9.00861959839507e+01°)
2.51785082358834e+03	(6.97281837806854e+01dB,-9.01102827934146e+01°)
3.16978638492223e+03	(6.77281737251453e+01dB,-9.01402424922596e+01°)
3.99052462993776e+03	(6.57281577839788e+01dB,-9.01776704726395e+01°)
5.02377286301917e+03	(6.37281325163837e+01dB,-9.02245597687794e+01°)
6.32455532033677e+03	(6.17280924685901e+01dB,-9.02834071234393e+01°)
7.96214341106996e+03	(5.97280289968992e+01dB,-9.03573458076485e+01°)
1.00237446725455e+04	(5.77279284025227e+01dB,-9.04503121979479e+01°)
1.26191468896039e+04	(5.57277689761531e+01dB,-9.05672548434779e+01°)
1.58865646944857e+04	(5.37275163156759e+01dB,-9.07143968772220e+01°)
2.00000000000000e+04	(5.17271159096859e+01dB,-9.08995651931432e+01°)
2.51785082358834e+04	(4.97264813943694e+01dB,-9.11326028147791e+01°)
3.16978638492223e+04	(4.77254759700315e+01dB,-9.14258842160323e+01°)
3.99052462993777e+04	(4.57238830189020e+01dB,-9.17949566591497e+01°)
5.02377286301917e+04	(4.37213597144859e+01dB,-9.22593330016487e+01°)
6.32455532033677e+04	(4.17173639405202e+01dB,-9.28434609332039e+01°)
7.96214341106996e+04	(3.97110395728555e+01dB,-9.35778861487794e+01°)
1.00237446725455e+05	(3.77010374230298e+01dB,-9.45006043674821e+01°)
1.26191468896039e+05	(3.56852382961148e+01dB,-9.56585436380219e+01°)
1.58865646944857e+05	(3.36603309098748e+01dB,-9.71090052352163e+01°)
2.00000000000000e+05	(3.16211839066454e+01dB,-9.89206699142997e+01°)
2.51785082358834e+05	(2.95599483336625e+01dB,-1.01173375430867e+02°)
3.16978638492223e+05	(2.74648616757575e+01dB,-1.03955222564911e+02°)
3.99052462993777e+05	(2.53188528046150e+01dB,-1.07354715354143e+02°)
5.02377286301917e+05	(2.30983559103432e+01dB,-1.11445050369969e+02°)
6.32455532033677e+05	(2.07732856873874e+01dB,-1.16258756529034e+02°)
7.96214341106997e+05	(1.83097058747692e+01dB,-1.21756202790560e+02°)
1.00237446725455e+06	(1.56765390382338e+01dB,-1.27802509362569e+02°)
1.26191468896039e+06	(1.28555143009397e+01dB,-1.34178178364966e+02°)
1.58865646944857e+06	(9.84961661033751e+00dB,-1.40642740154081e+02°)
2.00000000000001e+06	(6.68305651434377e+00dB,-1.47037572613046e+02°)
2.51785082358834e+06	(3.38910149730353e+00dB,-1.53375266748595e+02°)
3.16978638492224e+06	(-1.04899172195306e-02dB,-1.59855162466619e+02°)
3.99052462993777e+06	(-3.52446032972009e+00dB,-1.66775894673513e+02°)
5.02377286301918e+06	(-7.19764928582641e+00dB,-1.74369943674666e+02°)
6.32455532033678e+06	(-1.10957477578686e+01dB,1.77356847286215e+02°)
7.96214341106997e+06	(-1.52725516229410e+01dB,1.68673099147721e+02°)
1.00237446725455e+07	(-1.97331425021188e+01dB,1.59995027350410e+02°)
1.26191468896039e+07	(-2.44039062212912e+01dB,1.51615673971781e+02°)
1.58865646944857e+07	(-2.91019737617381e+01dB,1.43391320843399e+02°)
2.00000000000000e+07	(-3.34801311611576e+01dB,1.34578730195851e+02°)
Step Information: Cl=500n  (Step: 11/15)
2.00000000000000e+01	(1.11728009292073e+02dB,-8.96213320860350e+01°)
2.51785082358833e+01	(1.09728080029232e+02dB,-8.97001349308480e+01°)
3.16978638492223e+01	(1.07728124657579e+02dB,-8.97629701188081e+01°)
3.99052462993776e+01	(1.05728152809452e+02dB,-8.98131832225228e+01°)
5.02377286301916e+01	(1.03728170561170e+02dB,-8.98534479647862e+01°)
6.32455532033676e+01	(1.01728181744343e+02dB,-8.98859084311204e+01°)
7.96214341106995e+01	(9.97281887728159e+01dB,-8.99122931855146e+01°)
1.00237446725454e+02	(9.77281931636729e+01dB,-8.99340072714476e+01°)
1.26191468896039e+02	(9.57281958646761e+01dB,-8.99522070252894e+01°)
1.58865646944856e+02	(9.37281974588369e+01dB,-8.99678616365476e+01°)
2.00000000000000e+02	(9.17281982902501e+01dB,-8.99818047666521e+01°)
2.51785082358834e+02	(8.97281985383803e+01dB,-8.99947789371150e+01°)
3.16978638492223e+02	(8.77281982567882e+01dB,-9.00074750663948e+01°)
3.99052462993776e+02	(8.57281973846842e+01dB,-9.00205692675937e+01°)
5.02377286301916e+02	(8.37281957338333e+01dB,-9.00347588526306e+01°)
6.32455532033676e+02	(8.17281929478945e+01dB,-9.00507994603806e+01°)
7.96214341106995e+02	(7.97281884255270e+01dB,-9.00695453019143e+01°)
1.00237446725455e+03	(7.77281811905865e+01dB,-9.00919946377342e+01°)
1.26191468896039e+03	(7.57281696814274e+01dB,-9.01193429298633e+01°)
1.58865646944856e+03	(7.37281514138500e+01dB,-9.01530464821200e+01°)
2.00000000000000e+03	(7.17281224449361e+01dB,-9.01948999456675e+01°)
2.51785082358834e+03	(6.97280765220953e+01dB,-9.02471318003089e+01°)
3.16978638492223e+03	(6.77280037337802e+01dB,-9.03125228444259e+01°)
3.99052462993776e+03	(6.57278883709064e+01dB,-9.03945539166146e+01°)
5.02377286301917e+03	(6.37277055381579e+01dB,-9.04975905321453e+01°)
6.32455532033677e+03	(6.17274157855937e+01dB,-9.06271139038833e+01°)
7.96214341106996e+03	(5.97269566066503e+01dB,-9.07900099287380e+01°)
1.00237446725455e+04	(5.77262289794363e+01dB,-9.09949300871463e+01°)
1.26191468896039e+04	(5.57250760765232e+01dB,-9.12527406054829e+01°)
1.58865646944857e+04	(5.37232496237898e+01dB,-9.15770780910933e+01°)
2.00000000000000e+04	(5.17203568371250e+01dB,-9.19850298899273e+01°)
2.51785082358834e+04	(4.97157769593785e+01dB,-9.24979529347269e+01°)
3.16978638492223e+04	(4.77085305695413e+01dB,-9.31424303848648e+01°)
3.99052462993777e+04	(4.56970764049955e+01dB,-9.39513302072367e+01°)
5.02377286301917e+04	(4.36789991243779e+01dB,-9.49648538885291e+01°)
6.32455532033677e+04	(4.16505384124506e+01dB,-9.62313109380482e+01°)
7.96214341106996e+04	(3.96059005761182e+01dB,-9.78070681759285e+01°)
1.00237446725455e+05	(3.75363043086001e+01dB,-9.97546271845867e+01°)
1.26191468896039e+05	(3.54287801176620e+01dB,-1.02137036069720e+02°)
1.58865646944857e+05	(3.32649386605093e+01dB,-1.05006006895425e+02°)
2.00000000000000e+05	(3.10203364321838e+01dB,-1.08380967762447e+02°)
2.51785082358834e+05	(2.86656917507870e+01dB,-1.12218757883187e+02°)
3.16978638492223e+05	(2.61716404888791e+01dB,-1.16381422200822e+02°)
3.99052462993777e+05	(2.35179193672108e+01dB,-1.20622090816884e+02°)
5.02377286301917e+05	(2.07048692760246e+01dB,-1.24615889070982e+02°)
6.32455532033677e+05	(1.77613513915472e+01dB,-1.28047180581849e+02°)
7.96214341106997e+05	(1.47427418887028e+01dB,-1.30727189337241e+02°)
1.00237446725455e+06	(1.17174984538423e+01dB,-1.32689094280799e+02°)
1.26191468896039e+06	(8.74690339445234e+00dB,-1.34215815280106e+02°)
1.58865646944857e+06	(5.86566386123195e+00dB,-1.35787090029643e+02°)
2.00000000000001e+06	(3.07042891369925e+00dB,-1.37967409119561e+02°)
2.51785082358834e+06	(3.19128721030900e-01dB,-1.41280689610301e+02°)
3.16978638492224e+06	(-2.46159562442674e+00dB,-1.46111776273878e+02°)
3.99052462993777e+06	(-5.36557646614833e+00dB,-1.52642554889805e+02°)
5.02377286301918e+06	(-8.49427498695784e+00dB,-1.60809829685396e+02°)
6.32455532033678e+06	(-1.19394535342402e+01dB,-1.70288253455147e+02°)
7.96214341106997e+06	(-1.57599898805517e+01dB,1.79464809103329e+02°)
1.00237446725455e+07	(-1.99566620064436e+01dB,1.69059381814729e+02°)
1.26191468896039e+07	(-2.44493401224416e+01dB,1.58918283751005e+02°)
1.58865646944857e+07	(-2.90485271442470e+01dB,1.48983098730147e+02°)
2.00000000000000e+07	(-3.33974011266148e+01dB,1.38565365856126e+02°)
Step Information: Cl=1µ  (Step: 12/15)
2.00000000000000e+01	(1.11728009266831e+02dB,-8.96231438407651e+01°)
2.51785082358833e+01	(1.09728079989299e+02dB,-8.97024158052349e+01°)
3.16978638492223e+01	(1.07728124594347e+02dB,-8.97658415689372e+01°)
3.99052462993776e+01	(1.05728152709297e+02dB,-8.98167981599627e+01°)
5.02377286301916e+01	(1.03728170402500e+02dB,-8.98579988960820e+01°)
6.32455532033676e+01	(1.01728181492930e+02dB,-8.98916377159652e+01°)
7.96214341106995e+01	(9.97281883744176e+01dB,-8.99195059285893e+01°)
1.00237446725454e+02	(9.77281925323179e+01dB,-8.99430875766079e+01°)
1.26191468896039e+02	(9.57281948641096e+01dB,-8.99636384482275e+01°)
1.58865646944856e+02	(9.37281958731094e+01dB,-8.99822529450955e+01°)
2.00000000000000e+02	(9.17281957771080e+01dB,-8.99999223478132e+01°)
2.51785082358834e+02	(8.97281945553784e+01dB,-9.00175876084422e+01°)
3.16978638492223e+02	(8.77281919442199e+01dB,-9.00361894635573e+01°)
3.99052462993776e+02	(8.57281873800136e+01dB,-9.00567185153501e+01°)
5.02377286301916e+02	(8.37281798775828e+01dB,-9.00802679832109e+01°)
6.32455532033676e+02	(8.17281678175506e+01dB,-9.01080919129431e+01°)
7.96214341106995e+02	(7.97281485968158e+01dB,-9.01416719274053e+01°)
1.00237446725455e+03	(7.77281180667380e+01dB,-9.01827960835234e+01°)
1.26191468896039e+03	(7.57280696377959e+01dB,-9.02336539887734e+01°)
1.58865646944856e+03	(7.37279928576111e+01dB,-9.02969532070071e+01°)
2.00000000000000e+03	(7.17278711557344e+01dB,-9.03760630462063e+01°)
2.51785082358834e+03	(6.97276782692811e+01dB,-9.04751931895421e+01°)
3.16978638492223e+03	(6.77273725799907e+01dB,-9.05996162857894e+01°)
3.99052462993776e+03	(6.57268881458335e+01dB,-9.07559455659424e+01°)
5.02377286301917e+03	(6.37261205047929e+01dB,-9.09524806983597e+01°)
6.32455532033677e+03	(6.17249042206524e+01dB,-9.11996371719089e+01°)
7.96214341106996e+03	(5.97229774091752e+01dB,-9.15104758500943e+01°)
1.00237446725455e+04	(5.77199258012166e+01dB,-9.19013485404665e+01°)
1.26191468896039e+04	(5.57150948024510e+01dB,-9.23926694903572e+01°)
1.58865646944857e+04	(5.37074518988273e+01dB,-9.30098056691707e+01°)
2.00000000000000e+04	(5.16953730126345e+01dB,-9.37840388767430e+01°)
2.51785082358834e+04	(4.96763148437739e+01dB,-9.47534683713061e+01°)
3.16978638492223e+04	(4.76463223531409e+01dB,-9.59635555445034e+01°)
3.99052462993777e+04	(4.55993127584521e+01dB,-9.74667016539651e+01°)
5.02377286301917e+04	(4.35260927575606e+01dB,-9.93197205014019e+01°)
